Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
san juan,angaco,otros,,0,0,0,0,72,0,0,0,72
san juan,angaco,villa el salvador - villa sefair,70014020.0,0,0,0,0,0,0,0,93,93
san juan,angaco,villa el salvador,70014010.0,0,0,0,0,0,0,0,22,22
san juan,calingasta,barreal - villa pituil,70021010.0,0,0,1,0,0,0,0,1015,1016
san juan,calingasta,calingasta,70021020.0,0,0,0,350,0,0,0,441,791
san juan,calingasta,tamberías,70021030.0,0,0,1,0,0,0,0,227,228
san juan,capital,san juan,70028010.0,4776,18543,205,23612,2683,6,0,7050,56875
san juan,caucete,bermejo,70035010.0,0,0,0,0,0,1,0,0,1
san juan,caucete,caucete,70035020.0,871,0,0,5,2500,0,0,546,3922
san juan,caucete,vallecito,70035070.0,0,0,0,0,250,0,0,0,250
san juan,caucete,villa independencia,70035080.0,0,0,0,0,0,0,0,12,12
san juan,chimbas,chimbas,70042010.0,1133,0,6,5850,0,0,0,2844,9833
san juan,chimbas,villa paula albarracin,70042010.0,0,0,0,0,0,0,0,83,83
san juan,iglesia,angualasto,70049010.0,0,0,0,18,0,1,0,42,61
san juan,iglesia,bella vista,70049020.0,0,0,0,11,0,0,0,25,36
san juan,iglesia,iglesia,70049030.0,0,0,0,33,0,6,0,78,117
san juan,iglesia,las flores,70049040.0,0,0,0,37,0,1,0,87,125
san juan,iglesia,pismanta,70049050.0,0,0,0,0,0,1,0,0,1
san juan,iglesia,rodeo,70049060.0,0,0,0,189,10,0,0,440,639
san juan,iglesia,tudcum,70049070.0,0,0,0,31,0,0,0,72,103
san juan,jáchal,san isidro,70056070.0,0,0,0,17,0,0,0,86,103
san juan,jáchal,san josé de jáchal,70056080.0,0,0,0,635,0,1,0,1189,1825
san juan,jáchal,tamberías,70056090.0,0,0,0,11,0,0,0,69,80
san juan,jáchal,villa mercedes,70056110.0,0,0,0,19,0,3,0,137,159
san juan,jáchal,gran china,70056020.0,0,0,0,0,0,0,0,32,32
san juan,jáchal,huaco,70056030.0,0,0,0,0,0,0,0,96,96
san juan,jáchal,pampa vieja,70056060.0,0,0,0,2,0,0,0,61,63
san juan,jáchal,niquivil,70056050.0,0,0,0,11,0,0,0,25,36
san juan,otros,otros,,0,0,0,0,454,0,0,0,454
san juan,pocito,villa aberastain - la rinconada,70070040.0,451,0,1,193,0,1,0,536,1182
san juan,pocito,villa barbosa - villa nacusi,70070050.0,0,0,0,0,0,0,0,42,42
san juan,pocito,quinto cuartel,70070030.0,0,0,0,0,0,0,0,97,97
san juan,pocito,villa aberastain,70070010.0,0,0,0,0,0,0,0,26,26
san juan,rawson,rawson,70077010.0,1755,0,12,11462,0,1,0,1269,14499
san juan,rawson,villa krause,70077020.0,0,0,0,0,0,0,0,271,271
san juan,rawson,el medanito,70077010.0,0,0,0,0,0,0,0,32,32
san juan,rawson,villa bolaños,70077020.0,0,0,0,0,0,0,0,185,185
san juan,rivadavia,rivadavia,70084010.0,1511,0,9,856,3,1,0,1714,4094
san juan,san martín,san isidro (est. los angacos),70091030.0,1,0,0,0,0,0,0,0,1
san juan,san martín,villa san martín,70091070.0,0,0,0,14,210,1,0,72,297
san juan,san martín,villa don bosco (est. angaco sud),70091060.0,0,0,0,3,0,0,0,71,74
san juan,san martín,dos acequias (est. los angacos),70091020.0,0,0,0,0,0,0,0,23,23
san juan,santa lucía,santa lucía,70098010.0,1841,0,8,1345,4,0,0,2347,5545
san juan,santa lucía,alto de sierra,70098010.0,0,0,0,0,0,0,0,88,88
san juan,sarmiento,cañada honda,70105010.0,0,0,0,1,0,2,0,0,3
san juan,sarmiento,cienaguita,70105020.0,0,0,0,1,0,0,0,0,1
san juan,sarmiento,las lagunas,70105060.0,0,0,0,0,0,1,0,0,1
san juan,sarmiento,los berros,70105070.0,0,0,0,2,0,0,0,53,55
san juan,sarmiento,villa media agua,70105100.0,0,0,0,44,0,0,0,258,302
san juan,ullum,villa ibáñez,70112010.0,0,0,1,0,0,0,0,411,412
san juan,valle fértil,astica,70119010.0,0,0,0,0,0,0,0,30,30
san juan,valle fértil,otros,,0,0,0,0,190,0,0,0,190
san juan,valle fértil,villa san agustín,70119060.0,0,0,0,1,0,3,0,260,264
san juan,zonda,villa basilio nievas,70133010.0,0,0,0,0,0,0,0,386,386
san luis,ayacucho,candelaria,74007010.0,0,0,0,372,0,0,0,885,1257
san luis,ayacucho,la majada,74007010.0,0,0,0,0,0,0,0,212,212
san luis,ayacucho,leandro n. alem,74007030.0,0,0,0,0,0,0,0,11,11
san luis,ayacucho,luján,74007040.0,0,0,0,0,0,0,0,1194,1194
san luis,ayacucho,otros,,0,0,0,0,0,3,0,0,3
san luis,ayacucho,quines,74007050.0,0,0,0,0,0,1,0,1371,1372
san luis,ayacucho,río juan gómez,74007010.0,0,0,0,0,0,0,0,59,59
san luis,ayacucho,san francisco del monte de oro,74007070.0,0,0,0,0,0,0,0,1715,1715
san luis,ayacucho,pampa grande,74007010.0,0,0,0,2,0,0,0,0,2
san luis,ayacucho,lomas blancas,74007010.0,0,0,0,0,0,0,0,34,34
san luis,belgrano,la calera,74014010.0,0,0,0,69,0,0,0,318,387
san luis,belgrano,los molles,74014010.0,0,0,0,0,0,0,0,228,228
san luis,belgrano,nogolí,74014020.0,0,0,0,149,0,0,0,613,762
san luis,belgrano,san pedro,74014040.0,0,0,0,0,0,0,0,19,19
san luis,belgrano,villa de la quebrada,74014030.0,0,0,0,157,0,0,0,659,816
san luis,belgrano,villa general roca,74014040.0,0,0,0,23,0,0,0,119,142
san luis,chacabuco,concarán,74028010.0,0,0,0,0,0,2,0,1887,1889
san luis,chacabuco,cortaderas,74028020.0,0,0,0,198,0,0,0,1062,1260
san luis,chacabuco,naschel,74028030.0,0,0,0,0,0,0,0,1135,1135
san luis,chacabuco,papagayos,74028040.0,0,0,0,0,0,0,0,53,53
san luis,chacabuco,renca,74028050.0,0,0,0,0,0,0,0,149,149
san luis,chacabuco,san pablo,74028060.0,0,0,0,0,0,0,0,89,89
san luis,chacabuco,tilisarao,74028070.0,0,0,0,0,0,0,0,1662,1662
san luis,chacabuco,villa del carmen,74028080.0,0,0,0,108,0,0,0,394,502
san luis,chacabuco,villa larca,74028090.0,0,0,0,110,0,0,0,580,690
san luis,chacabuco,el algarrobal,74028020.0,0,0,0,3,0,0,0,0,3
san luis,coronel pringles,carolina,74021010.0,0,0,0,0,0,0,0,429,429
san luis,coronel pringles,el trapiche,74021020.0,0,0,0,343,0,0,0,1787,2130
san luis,coronel pringles,fraga,74021030.0,0,0,0,160,0,0,0,498,658
san luis,coronel pringles,la bajada,74021040.0,0,0,0,0,0,0,0,109,109
san luis,coronel pringles,la florida,74021050.0,0,0,0,16,0,0,0,363,379
san luis,coronel pringles,la toma,74021060.0,100,0,0,751,0,0,0,2291,3142
san luis,coronel pringles,otros,,0,0,0,0,0,27,0,0,27
san luis,coronel pringles,río grande,74021080.0,0,0,0,0,0,0,0,227,227
san luis,coronel pringles,saladillo,74021090.0,0,0,0,33,0,0,0,105,138
san luis,coronel pringles,el durazno,74021060.0,0,0,0,0,0,0,0,65,65
san luis,general pedernera,juan jorba,74035010.0,0,0,0,13,0,0,0,122,135
san luis,general pedernera,juan llerena,74035020.0,0,0,0,0,0,0,0,117,117
san luis,general pedernera,justo daract,74035030.0,80,0,4,487,0,0,0,1906,2477
san luis,general pedernera,la punilla,74035040.0,0,0,0,33,0,0,0,129,162
san luis,general pedernera,lavaisse,74035050.0,0,0,0,0,0,0,0,53,53
san luis,general pedernera,san josé del morro,74035060.0,0,0,0,0,0,0,0,233,233
san luis,general pedernera,villa mercedes,74035070.0,934,22533,76,10607,0,0,0,11510,45660
san luis,general pedernera,villa salles,74035090.0,0,0,0,0,0,0,0,22,22
san luis,general pedernera,la angelina,74035040.0,0,0,0,0,0,0,0,17,17
san luis,gobernador dupuy,anchorena,74042010.0,0,0,1,0,0,0,0,237,238
san luis,gobernador dupuy,arizona,74042020.0,0,0,2,0,0,0,0,324,326
san luis,gobernador dupuy,bagual,74042030.0,0,0,0,0,0,0,0,192,192
san luis,gobernador dupuy,batavia,74042040.0,0,0,0,0,0,4,0,170,174
san luis,gobernador dupuy,buena esperanza,74042050.0,0,0,1,0,0,1,0,1205,1207
san luis,gobernador dupuy,fortín el patria,74042060.0,0,0,0,0,0,0,0,162,162
san luis,gobernador dupuy,fortuna,74042070.0,0,0,0,101,0,0,0,233,334
san luis,gobernador dupuy,la maroma,74042080.0,0,0,0,0,0,1,0,0,1
san luis,gobernador dupuy,martín de loyola,74042100.0,0,0,0,0,0,3,0,38,41
san luis,gobernador dupuy,nahuel mapá,74042110.0,0,0,0,0,0,0,0,30,30
san luis,gobernador dupuy,navia,74042120.0,0,0,0,0,0,3,0,123,126
san luis,gobernador dupuy,nueva galia,74042130.0,0,0,0,159,0,0,0,517,676
san luis,gobernador dupuy,unión,74042140.0,0,0,0,0,0,0,0,845,845
san luis,junín,carpinteria,74049010.0,149,10,0,261,0,0,0,939,1359
san luis,junín,cerro de oro,74049020.0,13,14,0,112,0,0,0,267,406
san luis,junín,lafinur,74049030.0,0,0,0,0,0,0,0,96,96
san luis,junín,los cajones,74049040.0,0,0,0,0,0,0,0,194,194
san luis,junín,los molles,74049050.0,0,0,0,145,0,0,0,575,720
san luis,junín,merlo,74049060.0,722,62,0,3931,0,0,0,5092,9807
san luis,junín,santa rosa del conlara,74049070.0,142,0,0,841,0,0,0,1981,2964
san luis,junín,talita,74049080.0,0,0,0,0,0,2,0,102,104
san luis,la capital,alto pelado,74056010.0,0,0,0,0,0,0,0,192,192
san luis,la capital,alto pencoso,74056020.0,0,0,0,1,0,0,0,97,98
san luis,la capital,balde,74056030.0,0,0,0,131,0,5,0,213,349
san luis,la capital,beazley,74056040.0,0,0,0,0,0,0,0,226,226
san luis,la capital,cazador,74056050.0,0,0,0,0,0,0,0,33,33
san luis,la capital,chosmes,74056060.0,0,0,0,0,0,0,0,15,15
san luis,la capital,desaguadero,74056070.0,0,0,0,1,0,0,0,70,71
san luis,la capital,el volcán,74056080.0,0,28,0,320,0,0,0,1234,1582
san luis,la capital,jarilla,74056090.0,0,0,0,0,0,0,0,33,33
san luis,la capital,juana koslay,74056100.0,128,0,2,471,0,0,0,3493,4094
san luis,la capital,potrero de los funes,74056120.0,0,0,0,0,0,0,0,4171,4171
san luis,la capital,salinas del bebedero,74056130.0,0,0,0,0,0,0,0,26,26
san luis,la capital,san jerónimo,74056140.0,0,0,0,112,0,0,0,166,278
san luis,la capital,san luis,74056150.0,1769,17307,78,10533,0,4,0,19906,49597
san luis,la capital,zanjitas,74056160.0,0,0,0,0,0,0,0,119,119
san luis,la capital,la punta,74056105.0,0,1306,0,630,0,0,0,0,1936
san luis,la capital,las barrancas,74056070.0,0,0,0,0,0,0,0,24,24
san luis,la capital,varela,74056140.0,0,0,0,0,0,0,0,13,13
san luis,libertador grl. san martín,la ramada,74063020.0,0,0,0,0,0,0,0,19,19
san luis,libertador grl. san martín,la vertiente,74063010.0,0,0,0,0,0,2,0,68,70
san luis,libertador grl. san martín,las aguadas,74063020.0,0,0,0,0,0,0,0,63,63
san luis,libertador grl. san martín,las chacras,74063030.0,0,0,0,0,0,5,0,72,77
san luis,libertador grl. san martín,las lagunas,74063040.0,0,0,0,0,0,0,0,45,45
san luis,libertador grl. san martín,paso grande,74063050.0,0,0,0,42,0,0,0,250,292
san luis,libertador grl. san martín,potrerillo,74063060.0,0,0,0,0,0,0,0,69,69
san luis,libertador grl. san martín,san martín,74063070.0,1,0,1,92,0,0,0,349,443
san luis,libertador grl. san martín,villa de praga,74063080.0,0,0,0,22,0,1,0,235,258
san luis,libertador grl. san martín,el puesto,74063050.0,0,0,0,0,0,0,0,0,0
san luis,otros,otros,,0,0,0,0,70,0,0,0,70
santa cruz,corpen aike,comandante luis piedrabuena,78007010.0,530,440,2,1508,1,1,0,372,2854
santa cruz,corpen aike,puerto santa cruz,78007020.0,565,0,4,1310,1,2,0,140,2022
santa cruz,deseado,caleta olivia,78014010.0,0,0,0,5405,1,6,0,460,5872
santa cruz,deseado,cañadón seco,78014020.0,0,0,0,2,0,2,0,118,122
santa cruz,deseado,jaramillo,78014040.0,0,0,0,0,0,1,0,0,1
santa cruz,deseado,las heras,78014060.0,0,0,0,5096,1,1,0,1168,6266
santa cruz,deseado,pico truncado,78014070.0,0,0,0,2168,1,1,0,1276,3446
santa cruz,deseado,puerto deseado,78014080.0,1437,0,8,0,1,7,0,0,1453
santa cruz,güer aike,28 de noviembre,78021060.0,0,0,0,10,6,1,0,195,212
santa cruz,güer aike,el turbio (est. gobernador mayer),78021010.0,0,0,0,0,0,2,0,0,2
santa cruz,güer aike,río gallegos,78021040.0,2753,10285,164,23387,287,13,0,3544,40433
santa cruz,güer aike,yacimientos río turbio,78021070.0,274,0,0,0,1,1,0,0,276
santa cruz,lago argentino,el calafate,78028010.0,1519,0,0,6234,2,7,0,357,8119
santa cruz,lago argentino,el chaltén,78028020.0,0,0,0,420,0,1,0,2,423
santa cruz,lago argentino,tres lagos,78028030.0,0,0,0,121,0,3,0,1,125
santa cruz,lago buenos aires,los antiguos,78035010.0,0,0,2,0,1,3,0,30,36
santa cruz,lago buenos aires,perito moreno,78035020.0,0,2600,6,652,101,4,0,13,3376
santa cruz,magallanes,puerto san julián,78042010.0,690,1110,1,3073,1,7,0,114,4996
santa cruz,río chico,bajo caracoles,78049010.0,0,0,0,0,0,1,0,0,1
santa cruz,río chico,gobernador gregores,78049020.0,0,0,0,159,1,4,0,9,173
santa fe,9 de julio,esteban rams,82077010.0,0,0,0,0,0,2,0,35,37
santa fe,9 de julio,gato colorado,82077020.0,0,0,0,0,0,4,0,0,4
santa fe,9 de julio,gregoria pérez de denis (est. el nochero),82077030.0,0,0,0,0,0,3,0,144,147
santa fe,9 de julio,logroño,82077040.0,1,0,0,0,0,0,0,47,48
santa fe,9 de julio,montefiore,82077050.0,0,0,0,0,0,1,0,17,18
santa fe,9 de julio,pozo borrado,82077060.0,0,0,0,0,0,0,0,127,127
santa fe,9 de julio,san bernardo,82077065.0,0,0,0,0,0,0,0,109,109
santa fe,9 de julio,santa margarita,82077070.0,0,0,0,0,0,5,0,96,101
santa fe,9 de julio,tostado,82077080.0,1328,6,0,0,0,2,0,1752,3088
santa fe,9 de julio,villa minetti,82077090.0,0,0,0,0,0,5,0,264,269
santa fe,belgrano,armstrong,82007010.0,299,0,0,152,0,0,0,403,854
santa fe,belgrano,bouquet,82007020.0,406,0,0,144,0,0,0,1,551
santa fe,belgrano,las parejas,82007030.0,325,0,0,2462,0,0,0,124,2911
santa fe,belgrano,las rosas,82007040.0,1006,2040,0,1110,0,0,0,51,4207
santa fe,belgrano,montes de oca,82007050.0,585,0,0,615,168,1,0,61,1430
santa fe,belgrano,tortugas,82007060.0,136,528,0,0,0,1,0,0,665
santa fe,caseros,arequito,82014010.0,39,2241,0,0,0,0,0,8,2288
santa fe,caseros,arteaga,82014020.0,44,868,0,0,0,0,0,83,995
santa fe,caseros,beravebú,82014030.0,0,0,0,0,0,0,0,360,360
santa fe,caseros,bigand,82014040.0,408,1255,0,0,0,0,0,19,1682
santa fe,caseros,casilda,82014050.0,2232,2154,0,4807,0,0,0,1915,11108
santa fe,caseros,chabás,82014060.0,1045,0,0,620,0,0,0,32,1697
santa fe,caseros,chañar ladeado,82014070.0,37,522,0,862,0,0,0,0,1421
santa fe,caseros,gödeken,82014080.0,0,531,0,1,0,0,0,0,532
santa fe,caseros,los molinos,82014090.0,18,507,0,0,0,0,0,8,533
santa fe,caseros,los nogales,82014100.0,0,44,0,0,0,0,0,0,44
santa fe,caseros,los quirquinchos,82014110.0,0,0,0,0,3,0,0,828,831
santa fe,caseros,san josé de la esquina,82014120.0,68,1976,0,0,0,0,0,2,2046
santa fe,caseros,sanford,82014130.0,12,0,0,499,0,0,0,0,511
santa fe,caseros,villada,82014140.0,69,1,0,0,0,0,0,4,74
santa fe,castellanos,aldao (est. casablanca),82021010.0,21,0,0,620,0,0,0,53,694
santa fe,castellanos,angélica,82021020.0,251,0,0,356,0,0,0,6,613
santa fe,castellanos,ataliva,82021030.0,9,10,0,413,0,0,0,202,634
santa fe,castellanos,aurelia,82021040.0,0,0,0,0,0,0,0,4,4
santa fe,castellanos,bauer y sigel,82021060.0,0,0,0,0,0,0,0,0,0
santa fe,castellanos,bella italia,82021070.0,21,316,0,2,0,0,0,4,343
santa fe,castellanos,castellanos,82021080.0,0,1,0,0,0,0,0,5,6
santa fe,castellanos,colonia bicha,82021090.0,72,0,0,72,0,0,0,47,191
santa fe,castellanos,colonia cello,82021100.0,0,0,0,0,0,0,0,29,29
santa fe,castellanos,colonia margarita,82021110.0,0,13,0,0,0,0,0,2,15
santa fe,castellanos,colonia raquel,82021120.0,31,0,0,31,0,0,0,60,122
santa fe,castellanos,coronel fraga,82021130.0,0,0,0,0,0,0,0,49,49
santa fe,castellanos,esmeralda,82021150.0,0,82,0,0,0,0,0,0,82
santa fe,castellanos,estación clucellas,82021160.0,0,179,0,0,0,0,0,4,183
santa fe,castellanos,estación saguier,82021170.0,0,11,0,0,0,0,0,3,14
santa fe,castellanos,eusebia y carolina,82021180.0,27,0,0,190,0,0,0,41,258
santa fe,castellanos,eustolia,82021190.0,0,0,0,0,0,0,0,4,4
santa fe,castellanos,humberto primo,82021220.0,174,50,0,49,0,0,0,268,541
santa fe,castellanos,josefina,82021230.0,16,77,0,0,0,0,0,1,94
santa fe,castellanos,lehmann,82021240.0,163,342,0,152,0,0,0,0,657
santa fe,castellanos,maría juana,82021250.0,561,0,0,987,0,0,0,145,1693
santa fe,castellanos,plaza clucellas,82021270.0,35,283,0,0,0,0,0,0,318
santa fe,castellanos,plaza saguier,82021280.0,0,51,0,0,0,0,0,0,51
santa fe,castellanos,presidente roca,82021290.0,0,137,0,1,0,0,0,5,143
santa fe,castellanos,pueblo marini,82021300.0,0,0,0,0,0,0,0,11,11
santa fe,castellanos,rafaela,82021310.0,2032,23017,0,4241,6,2,0,1497,30795
santa fe,castellanos,ramona,82021320.0,1,0,0,0,0,0,0,327,328
santa fe,castellanos,san antonio,82021330.0,0,10,0,0,0,0,0,59,69
santa fe,castellanos,san vicente,82021340.0,770,1431,0,0,0,0,0,42,2243
santa fe,castellanos,santa clara de saguier,82021350.0,12,107,0,0,0,0,0,218,337
santa fe,castellanos,sunchales,82021360.0,739,21,1,6676,0,0,0,102,7539
santa fe,castellanos,susana,82021370.0,0,0,0,374,0,0,0,78,452
santa fe,castellanos,tacural,82021380.0,437,0,0,494,0,0,0,124,1055
santa fe,castellanos,vila,82021390.0,419,0,0,0,0,0,0,0,419
santa fe,castellanos,villa san josé,82021410.0,0,53,0,0,0,0,0,31,84
santa fe,castellanos,virginia,82021420.0,0,0,0,0,0,0,0,7,7
santa fe,castellanos,zenón pereyra,82021430.0,0,53,0,0,0,0,0,0,53
santa fe,castellanos,frontera,82021200.0,0,0,0,62,0,0,0,0,62
santa fe,constitución,alcorta,82028010.0,191,1338,0,477,0,0,0,530,2536
santa fe,constitución,bombal,82028040.0,245,132,0,626,0,0,0,8,1011
santa fe,constitución,empalme villa constitución,82028070.0,304,0,0,0,0,0,0,0,304
santa fe,constitución,godoy,82028100.0,0,0,0,0,0,0,0,152,152
santa fe,constitución,juan b. molina,82028110.0,350,0,0,243,4,0,0,1,598
santa fe,constitución,juncal,82028120.0,256,0,0,1,0,0,0,37,294
santa fe,constitución,la vanguardia,82028130.0,0,0,0,114,0,0,0,0,114
santa fe,constitución,máximo paz (est. paz),82028140.0,109,52,0,1,0,0,0,137,299
santa fe,constitución,pavón,82028150.0,59,0,0,0,0,0,0,0,59
santa fe,constitución,pavón arriba,82028160.0,0,75,0,471,0,0,0,29,575
santa fe,constitución,rueda,82028180.0,0,0,0,0,0,0,0,72,72
santa fe,constitución,santa teresa,82028190.0,10,56,0,575,0,0,0,90,731
santa fe,constitución,sargento cabral,82028200.0,0,0,0,363,0,0,0,102,465
santa fe,constitución,villa constitución,82028230.0,1285,2185,0,4859,0,0,0,444,8773
santa fe,constitución,peyrano,82028170.0,0,793,0,0,0,0,0,0,793
santa fe,constitución,cepeda,82028060.0,0,0,0,0,0,0,0,4,4
santa fe,constitución,general gelly,82028090.0,189,0,0,0,0,0,0,4,193
santa fe,constitución,stephenson,82028210.0,0,0,0,8,0,0,0,0,8
santa fe,garay,cayastá,82035010.0,0,0,0,0,0,0,0,449,449
santa fe,garay,helvecia,82035020.0,0,440,0,0,0,0,0,230,670
santa fe,garay,saladero mariano cabal,82035040.0,0,0,0,0,0,0,0,64,64
santa fe,garay,santa rosa de calchines,82035050.0,62,941,0,0,0,0,0,0,1003
santa fe,garay,los zapallos,82035030.0,0,67,0,0,67,0,0,0,134
santa fe,general lópez,aarón castellanos (est. castellanos),82042010.0,0,0,0,0,0,0,0,36,36
santa fe,general lópez,amenábar,82042020.0,127,0,0,0,0,0,0,101,228
santa fe,general lópez,cafferata,82042030.0,246,0,0,1,0,0,0,0,247
santa fe,general lópez,cañada del ucle,82042040.0,214,0,0,53,0,0,0,0,267
santa fe,general lópez,carmen,82042050.0,0,0,0,0,40,0,0,101,141
santa fe,general lópez,carreras,82042060.0,0,1,0,0,0,0,0,279,280
santa fe,general lópez,chapuy,82042070.0,0,1,0,0,0,0,0,0,1
santa fe,general lópez,chovet,82042080.0,0,1,0,0,0,1,0,0,2
santa fe,general lópez,christophersen,82042090.0,0,0,0,15,0,0,0,78,93
santa fe,general lópez,diego de alvear,82042100.0,206,0,0,64,0,0,0,108,378
santa fe,general lópez,elortondo,82042110.0,442,1290,0,0,0,0,0,91,1823
santa fe,general lópez,firmat,82042120.0,67,1327,0,3780,0,0,0,2,5176
santa fe,general lópez,hughes,82042130.0,0,0,0,1423,0,0,0,6,1429
santa fe,general lópez,la chispa,82042140.0,0,0,0,0,0,0,0,71,71
santa fe,general lópez,maggiolo,82042170.0,78,0,0,0,1,0,0,50,129
santa fe,general lópez,maría teresa,82042180.0,11,1042,0,50,1,0,0,30,1134
santa fe,general lópez,melincué (est. san urbano),82042190.0,0,0,0,0,0,0,0,203,203
santa fe,general lópez,miguel torres,82042200.0,0,1,0,0,0,0,0,0,1
santa fe,general lópez,murphy,82042210.0,0,0,0,717,0,0,0,0,717
santa fe,general lópez,rufino,82042220.0,353,6,0,7260,0,0,0,0,7619
santa fe,general lópez,san eduardo,82042230.0,134,0,0,196,0,0,0,0,330
santa fe,general lópez,san francisco de santa fe,82042240.0,0,0,0,45,0,1,0,0,46
santa fe,general lópez,san gregorio,82042250.0,43,0,0,1013,0,0,0,118,1174
santa fe,general lópez,sancti spiritu,82042260.0,185,0,0,382,0,1,0,564,1132
santa fe,general lópez,santa isabel,82042270.0,106,0,0,1336,0,1,0,0,1443
santa fe,general lópez,teodelina,82042280.0,0,935,0,0,0,0,0,167,1102
santa fe,general lópez,venado tuerto,82042290.0,989,23121,0,1772,380,0,0,5,26267
santa fe,general lópez,villa cañás,82042300.0,379,1195,0,1365,4,0,0,124,3067
santa fe,general lópez,wheelwright,82042310.0,0,1433,0,1,0,1,0,11,1446
santa fe,general lópez,labordeboy,82042150.0,217,0,0,0,0,0,0,0,217
santa fe,general obligado,avellaneda (est. ewald),82049020.0,2,0,0,3953,750,0,0,1141,5846
santa fe,general obligado,berna,82049030.0,0,0,0,0,10,0,0,48,58
santa fe,general obligado,el araza,82049040.0,0,0,0,0,0,0,0,126,126
santa fe,general obligado,el rabón,82049050.0,0,65,0,0,0,1,0,116,182
santa fe,general obligado,florencia,82049060.0,236,136,0,0,0,1,0,184,557
santa fe,general obligado,guadalupe norte,82049070.0,73,0,0,0,0,0,0,0,73
santa fe,general obligado,ingeniero chanourdie,82049080.0,0,0,0,0,0,1,0,85,86
santa fe,general obligado,la isleta,82049090.0,0,0,0,0,0,1,0,0,1
santa fe,general obligado,la sarita,82049100.0,0,0,0,0,0,0,0,85,85
santa fe,general obligado,las garzas,82049120.0,76,0,0,0,0,0,0,0,76
santa fe,general obligado,las toscas,82049130.0,455,1045,0,255,0,1,0,521,2277
santa fe,general obligado,los laureles,82049140.0,0,0,0,0,20,0,0,0,20
santa fe,general obligado,malabrigo,82049150.0,608,924,0,0,160,0,0,91,1783
santa fe,general obligado,paraje san manuel,82049160.0,0,0,0,0,0,1,0,0,1
santa fe,general obligado,reconquista,82049180.0,465,14072,1,8366,800,2,0,2839,26545
santa fe,general obligado,san antonio de obligado,82049190.0,122,132,0,0,0,6,0,5,265
santa fe,general obligado,tacuarendí (emb. kilómetro 421),82049200.0,92,115,0,0,0,0,0,3,210
santa fe,general obligado,villa ana,82049210.0,0,0,0,0,0,1,0,0,1
santa fe,general obligado,villa guillermina,82049220.0,163,173,0,0,0,1,0,123,460
santa fe,general obligado,villa ocampo,82049230.0,2009,1807,0,0,0,1,0,0,3817
santa fe,general obligado,lanteri,82049110.0,0,0,0,0,0,0,0,300,300
santa fe,general obligado,arroyo ceibal,82049010.0,0,0,0,0,0,0,0,108,108
santa fe,iriondo,barrio cicarelli,82056010.0,0,0,0,0,0,0,0,9,9
santa fe,iriondo,bustinza,82056020.0,287,0,0,6,0,0,0,90,383
santa fe,iriondo,cañada de gómez,82056030.0,1211,7780,0,342,0,0,0,411,9744
santa fe,iriondo,carrizales (est. clarke),82056040.0,274,17,0,1,0,0,0,0,292
santa fe,iriondo,classon,82056050.0,0,0,0,147,0,0,0,21,168
santa fe,iriondo,colonia médici,82056060.0,0,0,0,0,0,0,0,12,12
santa fe,iriondo,correa,82056070.0,80,991,0,722,0,0,0,35,1828
santa fe,iriondo,larguía,82056080.0,0,0,0,0,0,0,0,7,7
santa fe,iriondo,lucio v. lópez,82056090.0,0,5,0,0,0,0,0,31,36
santa fe,iriondo,oliveros,82056100.0,2000,0,0,1360,0,0,0,0,3360
santa fe,iriondo,pueblo andino,82056110.0,0,853,0,0,0,0,0,414,1267
santa fe,iriondo,salto grande,82056120.0,493,0,0,0,0,0,0,89,582
santa fe,iriondo,serodino,82056130.0,182,0,0,12,0,0,0,112,306
santa fe,iriondo,totoras,82056140.0,293,0,0,920,0,1,0,131,1345
santa fe,iriondo,villa eloísa,82056150.0,563,0,0,457,8,0,0,81,1109
santa fe,iriondo,villa la rivera (oliveros),82056160.0,0,0,0,0,0,0,0,37,37
santa fe,iriondo,villa la rivera (pueblo andino),82056170.0,0,0,0,0,0,1,0,26,27
santa fe,la capital,angel gallardo,82063010.0,0,0,0,0,0,0,0,23,23
santa fe,la capital,arroyo aguiar,82063020.0,99,0,0,0,0,0,0,38,137
santa fe,la capital,arroyo leyes,82063030.0,0,1115,0,88,0,0,0,106,1309
santa fe,la capital,cabal,82063040.0,0,0,0,0,0,0,0,14,14
santa fe,la capital,candioti,82063060.0,0,0,0,287,0,0,0,1,288
santa fe,la capital,emilia,82063070.0,96,0,0,166,0,0,0,2,264
santa fe,la capital,laguna paiva,82063080.0,716,0,0,0,0,0,0,64,780
santa fe,la capital,llambi campbell,82063090.0,133,0,0,0,73,0,0,158,364
santa fe,la capital,monte vera,82063100.0,193,0,0,0,0,3,0,0,196
santa fe,la capital,nelson,82063110.0,289,0,0,1,3,0,0,35,328
santa fe,la capital,recreo,82063140.0,865,39,0,1879,0,0,0,278,3061
santa fe,la capital,san josé del rincón,82063160.0,865,2329,0,498,0,1,0,0,3693
santa fe,la capital,santa fe,82063170.0,10255,63214,31,55571,1700,11,0,99,130881
santa fe,la capital,santo tomé,82063180.0,13,14,0,1591,11,0,0,684,2313
santa fe,la capital,sauce viejo,82063190.0,601,0,0,242,0,0,0,63,906
santa fe,las colonias,cavour,82070010.0,0,0,0,0,0,0,0,3,3
